refDomeinwaardeID	refDomeinwaardeGUID	refInformatiemodel	refAttribuut	refDomeinwaarde	refBovenliggendeWaarde	URI	Definitie	Toelichting	Wijzigingsdatum
1093	3498799e-6580-4241-b9b3-ebdfbf763bc2	5	22	gemaalcomplex	FunctioneelGebied	null	Alle bij een gemaal behorend water, begroeiing, verharding en gebouwen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1094	bd9a71ed-b2c8-441d-9373-902b9b1cf71e	5	22	coupurecomplex	FunctioneelGebied	null	Alle bij een coupure behorende begroeiing, verharding en gebouwen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1095	2a88aa62-2040-4825-bc68-c9014a3dd152	5	22	grondkering	FunctioneelGebied	null	Een voorziening en afgebakend gebied bedoeld om grond te keren, inclusief alle kerende elementen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1096	f4673eb7-e7e5-47dd-ae88-39a1683eec16	5	22	waterkering	FunctioneelGebied	null	Een voorziening en afgebakend gebied bedoeld om water te keren, , inclusief alle kerende elementen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1097	e18c71dc-7242-4352-872f-3156136c7bb0	5	22	combikabel	Leiding	null	Kabel of stelsel van kabels, inclusief hulpaders, onder of boven de grond, die elektriciteit met een spanning lager dan 500 V kan transporteren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1098	d253fb24-81fb-4def-b26a-af5b68d9b233	5	22	datakabel	Leiding	null	Kabel voor de voortgeleiding van een signaal.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1099	9afcc579-acc1-4143-b9dc-6325e21225ad	5	22	voedingskabel	Leiding	null	Kabel voor geleiding van energie.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1100	96e9c4b5-ebc9-4460-b66b-8b3ee17971a2	5	22	combikast	Kast	null	Kast die voor meerdere doeleinden gebruikt wordt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1101	0d1954c3-704c-4eb4-850e-ecd7518c5a6f	5	22	constructrielaag groenobject	Inrichtingselement	null	Het vastleggen van de laagopbouw van een groenobject via constructielagen.  Bijvoorbeeld om onder een grassportveld de laagopbouw te modelleren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1102	d69862e8-7da3-4352-8932-bcfded7c5b07	5	22	constructrielaag verhardingsobject	Inrichtingselement	null	Het vastleggen van de laagopbouw van een verhardingsobject via constructielagen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1103	9c516570-e31a-486b-9ff2-24dbd37d4f21	5	22	5G-antenne	Sensor	null	Een 5G-antenne behoort tot de nieuwste generatie antennes die het moderne 5G-netwerk kunnen ontvangen en versterken. Internet is op deze manier beschikbaar op locaties met een laag signaal.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1104	333312e9-faab-4b9e-8aba-984fb7d61c68	5	22	laadmodule	Installatie	null	Een regeltoestel voor het laden van elektrische voertuigen welke geintegreerd is in een lichtmast of in een ander object.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1105	3bf82c41-3fac-4eba-b25a-c68a10386142	5	22	voorschakelapparaat	Installatie	null	Een voorschakelapparaat (VSA) is een apparaat om TL-, PL-lampen en overige lampen met een gasontlading te bedienen. Een VSA zorgt voor een piekspanning om de lamp op te starten. Tevens zorgt het voorschakelapparaat ervoor dat stroom binnen de norm blijft om de lamp te laten branden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1107	01624fcc-9044-4353-9377-106ce9a3385e	5	22	trekput	Put	null	Trekputten worden, in combinatie met mantelbuizen, ingezet voor het aanleggen van distributienetwerken. De trekputten blijven zonder graafwerk toegankelijk, dus ideaal om netwerken te ordenen en beschermen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1108	8332b3ea-2a87-4a7f-91b9-1f626dedced7	5	22	weesleiding	Leiding	null	Een onbekend net dat wordt aangetroffen tijdens de uitvoering van de graafwerkzaamheden en dat aan het Kadaster is gemeld door middel van de melding afwijkende situatie, waarvan het Kadaster de eigenaar niet kan achterhalen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1109	135a91de-a303-4d6e-ac35-3e2753dc2047	5	22	bodem	Inrichtingselement	null	Het object wordt gebruikt als het stuk grond direct onder het aardoppervlak waar zich pedogenetische processen plaatsvinden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1110	3a1319bc-4952-4594-91bb-e00f6e047051	5	22	dierenweide	FunctioneelGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1111	3b6cc161-232f-4f89-b0c9-3698ed22d855	5	22	evenemententerrein	FunctioneelGebied	null	Het object wordt gebruikt om evenementen zoals demonstraties, kermissen, markten e.d. op te houden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1112	8332c5b6-d3f6-4dbd-9406-7265b2afd569	5	22	strooiveld	FunctioneelGebied	null	Terrein dat permanent bestemd is om as van overledenen te verstrooien.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1113	16b37cfd-ae55-4e6b-ad03-6fd93aaaf723	5	22	uiterwaard	FunctioneelGebied	null	Terrein tussen een winterdijk en een waterloop die in geval van hoogwater gedeeltelijk onderwater komt te staan en als waterberging dient tijdens piekafvoer.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1114	01dd22bc-0a0e-4e9f-a603-c4645131591e	5	22	vlindertuin	FunctioneelGebied	null	Een tuin waar veel bloeiende planten staan om nectar uit te drinken. Ook zijn er in een vlindertuin beschutte plekjes en staan er waardplanten, waar de rupsen van eten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1115	71aa1a50-cf85-467d-ad7e-a95fb4f67699	5	22	uitkijkpunt	FunctioneelGebied	null	Het object wordt gebruikt als locatie om over de omgeving uit te kijken.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1116	2e3dc647-abd0-4811-ae65-6f72176b2f29	5	22	karreveld	FunctioneelGebied	null	Een gebied achter een dijk waar klei is afgegraven voor het vormen van die dijk.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1117	7780c33f-9462-410f-bac2-3dc9905be028	5	22	inlaag	FunctioneelGebied	null	Een inlaag of inlaagpolder ontstond als in verband met het risico van wegzakken van een dijk een inlaagdijk als reservewaterkering werd aangelegd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1118	280eed1a-48b6-405e-8678-8cfc718d2ede	5	22	inlaatplaats	FunctioneelGebied	null	Het object dient als locatie die geschikt is voor het te water laten van een veegboot andere vaartuigen die voor het beheer van waterobjecten of oevers gebruikt worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1119	60a6e9c1-feeb-4932-b9e8-2e26d0264a37	5	22	kruin	FunctioneelGebied	null	Het object wordt gebruikt als het vlak dat de top van een dijk vormt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1120	806da42a-1742-46c0-b87d-9669c3a7544c	15	43	Euro	null	http://qudt.org/vocab/unit/Euro	European Union Euro	unit:Euro	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1121	a2e5c714-46f9-4044-949c-3dba3def5c84	15	40	Meter	null	http://qudt.org/vocab/unit/M	The metric and SI base unit of distance. The 17th General Conference on Weights and Measures in 1983 defined the meter as that distance that makes the speed of light in a vacuum equal to exactly 299 792 458 meters per second. The speed of light in a vacuum,  , is one of the fundamental constants of nature. The meter is equal to approximately 1.093 613 3 yards, 3.280 840 feet, or 39.370 079 inches.	unit:M	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1122	c96fd83d-366d-479a-90e5-a2522d4304da	15	40	Millimeter	null	http://qudt.org/vocab/unit/MilliM	The millimetre (International spelling as used by the International Bureau of Weights and Measures) or millimeter (American spelling) (SI unit symbol mm) is a unit of length in the metric system, equal to one thousandth of a metre, which is the SI base unit of length. It is equal to 1000 micrometres or 1000000 nanometres. A millimetre is equal to exactly 5/127 (approximately 0.039370) of an inch.	unit:MilliM	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1123	ebec648e-8d33-4011-93d2-25c10f5b14a1	15	41	Square Meter	null	http://qudt.org/vocab/unit/M2	The S I unit of area is the square metre.	unit:M2	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1124	cdb45f48-087c-47bb-bf5e-b321f604dffb	15	42	Cubic Meter	null	http://qudt.org/vocab/unit/M3	The SI unit of volume, equal to 1.0e6 cm3, 1000 liters, 35.3147 ft3, or 1.30795 yd3. A cubic meter holds about 264.17 U.S. liquid gallons or 219.99 British Imperial gallons.	unit:M3	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1125	9816ef52-edd5-4ed1-a4fd-21d887f6cb74	15	44	Kilowatt	null	http://qudt.org/vocab/unit/KiloW	The kilowatt is a derived unit of power in the International System of Units (SI),  The unit, defined as 1,000 joule per second, measures the rate of energy conversion or transfer.	unit:KiloW	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1126	a8b10fbf-4c90-4d01-af86-7934f74b84a3	15	40	Decimeter	null	http://qudt.org/vocab/unit/DeciM	A decimeter is a tenth of a meter.	unit:DeciM	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1127	4412f838-40fd-4511-9a45-b2c70d84d2f3	15	40	Kilometer	null	http://qudt.org/vocab/unit/KiloM	 common metric unit of length or distance. One kilometer equals exactly 1000 meters, about 0.621 371 19 mile, 1093.6133 yards, or 3280.8399 feet. Oddly, higher multiples of the meter are rarely used; even the distances to the farthest galaxies are usually measured in kilometers.	unit:KiloM	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1129	a90b9b91-f56e-4e7e-b9b7-020d5b4faa84	15	46	Kilogram	null	http://qudt.org/vocab/unit/KiloGM	The kilogram or kilogramme (SI symbol: kg), also known as the kilo, is the base unit of mass in the International System of Units and is defined as being equal to the mass of the International Prototype Kilogram (IPK), which is almost exactly equal to the mass of one liter of water. The avoirdupois (or international) pound, used in both the Imperial system and U.S. customary units, is defined as exactly 0.45359237 kg, making one kilogram approximately equal to 2.2046 avoirdupois pounds.	unit:KiloGM	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1130	7d1b57f5-af37-48f9-ab5f-2672d6be328a	15	47	Kilowatthour	null	http://qudt.org/vocab/unit/KiloW-HR	The kilowatt hour, or kilowatt-hour, is a unit of energy equal to 1000 watt hours or 3.6 megajoules. For constant power, energy in watt hours is the product of power in watts and time in hours. The kilowatt hour is most commonly known as a billing unit for energy delivered to consumers by electric utilities.	unit:KiloW-HR	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1131	10d1407b-624d-4f93-9aef-f84da7517ed5	15	48	Hour	null	http://qudt.org/vocab/unit/HR	The hour (common symbol: h or hr) is a unit of measurement of time. In modern usage, an hour comprises 60 minutes, or 3,600 seconds. It is approximately 1/24 of a mean solar day. An hour in the Universal Coordinated Time (UTC) time standard can include a negative or positive leap second, and may therefore have a duration of 3,599 or 3,601 seconds for adjustment purposes. Although it is not a standard defined by the International System of Units, the hour is a unit accepted for use with SI, represented by the symbol h.	unit:HR	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1132	b6ffe0d5-ca76-4955-9e0d-fe524b86c505	15	49	Cubic Meter per Second	null	http://qudt.org/vocab/unit/M3-PER-SEC	A cubic metre per second, cumecs or cubic meter per second in American English) is a derived SI unit of flow rate equal to that of a stere or cube with sides of one metre ( u0303 39.37 in) in length exchanged or moving each second. It is popularly used for water flow, especially in rivers and streams, and fractions for HVAC values measuring air flow.	unit:M3-PER-SEC	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1133	a5ee52af-3571-4f7e-b938-5443ef646f2d	15	50	Kilometer per Hour	null	http://qudt.org/vocab/unit/KiloM-PER-HR	Kilometer per Hour is a C.G.S System unit for  'Linear Velocity' expressed as km/hr	unit:KiloM-PER-HR	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1134	d1d04f3a-f6c2-43f9-8a28-01717d4b9838	15	40	Centimeter	null	http://qudt.org/vocab/unit/CentiM	A centimetre is a unit of length in the metric system, equal to one hundredth of a metre, which is the SI base unit of length. Centi is the SI prefix for a factor of 10.  The centimetre is the base unit of length in the now deprecated centimetre-gram-second (CGS) system of units.	unit:CentiM	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1135	8eca6c9f-39be-4cdb-8707-35738d76c1c8	15	50	Centimeter per second	null	http://qudt.org/vocab/unit/CentiM-PER-SEC	Centimeter per Second is a C.G.S System unit for  'Linear Velocity' expressed as cm/s	unit:CentiM-PER-SEC	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1136	20e31912-8201-485b-9403-7a451477521a	15	51	Bar	null	http://qudt.org/vocab/unit/BAR	The bar is a non-SI unit of pressure, defined by the IUPAC as exactly equal to 100,000\a. It is about equal to the atmospheric pressure on Earth at sea level, and since 1982 the IUPAC has recommended that the standard for atmospheric pressure should be harmonized to \\(100,000\\,Pa = 1 \\,bar \\approx 750.0616827\\, Torr\\). 	unit:BAR	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1137	dd4e1371-13a0-4cc1-8cca-c02354692cc4	15	52	Ampere	null	http://qudt.org/vocab/unit/A	The Ampere, often shortened to amp is the SI unit of electric current and is one of the seven SI base units.
	unit:A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1138	4874e8b6-f673-4c1b-9796-bf62ffd3c6b2	15	53	Ohm	null	http://qudt.org/vocab/unit/OHM	The OHM is the SI derived unit of electrical resistance, named after German physicist Georg Simon Ohm.	unit:OHM	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1139	ee5f6730-786d-4244-9615-e1a85468cecf	15	54	Degree	null	http://qudt.org/vocab/unit/DEG	A degree (in full, a degree of arc, arc degree, or arcdegree), usually denoted by the degree symbol, is a measurement of plane angle, representing 1/360 of a full rotation; one degree is equivalent to  \\(2\\pi /360 rad\\), \\(0.017453 rad\\).	unit:DEG	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1140	a811adf1-c76c-4baa-8c1b-55cf1c2232c7	15	55	Volt	null	http://qudt.org/vocab/unit/V	Volt is the SI unit of electric potential. Separating electric charges creates potential energy, which can be measured in energy units such as joules. Electric potential is defined as the amount of potential energy present per unit of charge. Electric potential is measured in volts, with one volt representing a potential of one joule per coulomb of charge. The name of the unit honors the Italian scientist Count Alessandro Volta (1745-1827), the inventor of the first battery.  The volt also may be expressed with a variety of other units. For example, a volt is also equal to one watt per ampere (W/A) and one joule per ampere per second (J/A/s).	unit:V	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1141	2fdb29a9-5fb3-4287-8bfe-e300b7dd9901	15	45	Percent	null	http://qudt.org/vocab/unit/PERCENT	Percent is a unit for  'Dimensionless Ratio' expressed as %	unit:PERCENT	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1142	bcfa56d1-a004-47b7-b9e3-cfa9f5537d87	5	22	duikerstelsel	FunctioneelGebied	null	Een stelsel van onderling verbonden duikers.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1143	f9aec235-3dd0-4540-9e2a-09079da02ebf	5	22	drainagestelsel	FunctioneelGebied	null	Het op peil houden van het grondwater door exfiltratie.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1144	7e216c24-0628-466d-978f-cea506d858c1	5	22	infiltratiestelsel	FunctioneelGebied	null	Stelsel of systeem bestaande uit infiltratievoorzieningen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1145	bcf9dc5c-4c0a-4181-99cc-822939140de9	5	22	transportstelsel	FunctioneelGebied	null	Transportstelsel.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1146	ea8bdedd-62ae-48bc-acde-416f77eca655	5	22	rioolstelsel	FunctioneelGebied	null	Het geheel aan voorzieningen voor de inzameling en het transport van afvalwater met uitzondering van zuiveringstechnische werken.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1147	c7f069ca-fd43-445e-8c04-efa335fe8656	5	22	grondwatermeetnet	FunctioneelGebied	null	Grondwatermeetnet.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1148	b5233eda-f7bb-4bb3-865d-88ec9ceaa914	5	22	afvalwatersysteem	FunctioneelGebied	null	Stelsel van (technische) voorzieningen bestemd voor de inzameling, het transport en de tijdelijke berging van afvalwater.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1149	fadf6c63-c8e2-4ee0-bbf0-83c0f443ab83	5	22	steenwolkoffer	Kunstwerkdeel	null	Een constructie gevuild met steenwol waar regenwater de tijd krijgt om langzaam in de bodem opgenomen te worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1150	5fe7d08c-732c-41cb-91a7-c52620f34f99	5	22	zandkoffer	Kunstwerkdeel	null	Een constructie gevuild met zand waar regenwater de tijd krijgt om langzaam in de bodem opgenomen te worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1151	0ad7e76b-78b1-4d4e-aeb1-6b5abff6d599	5	22	gescheiden systeem	FunctioneelGebied	null		Een samengesteld vrijverval rioolstelsel waarin het vuilwater en hemelwater gescheiden van elkaar wordt ingezameld en getransporteerd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1152	4d861a73-4af4-45b4-a21d-36866ef689f7	5	22	grondwatersysteem	FunctioneelGebied	null	Een samengesteld systeem voor het beheersen van het grondwaterpeil.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1153	ed7b7225-ef6f-4ce5-b5a5-881671d46191	5	22	meetinrichting	FunctioneelGebied	null	Een samenhangend geheel van meetinstrumenten, kabels en elektriciteitskasten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1154	c22d3dd9-7585-462c-90df-babc16c74221	5	22	oppervlaktewatersysteem	FunctioneelGebied	null	Een samenhangend geheel van 1 of meer oppervlaktewaterlichamen en grondwaterlichamen, met bijbehorende bergingsgebieden, waterkeringen en ondersteunende kunstwerken.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1155	bc63dfaa-73c2-4905-af3f-e9e02a6ce438	5	22	regelinrichting	FunctioneelGebied	null	Een samenhangend geheel van meetinstrumenten, kabels en besturingskasten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1156	e872d2af-663e-422e-bda6-5aa7a465a3cb	5	22	lijngoot	Weginrichtingselement	null	Goot in de lengterichting van de verharding, geheel voorzien van een rooster als afdekking.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1157	7e410de0-3d11-4cc4-a446-ef61c36179e8	5	22	verholen goot	Weginrichtingselement	null	Goot in de lengterichting van de verharding, deels overdekt, waarvan de bovenkant gelijk ligt met het oppervlak van de verharding.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1159	3677391c-31f4-4861-a8c8-792137ab8e9a	5	22	taludgoot	Weginrichtingselement	null	Goot die in het talud loodrecht op de kruinlijn is aangebracht.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1160	0ebf32df-b9e6-49d8-a185-914ec77c83f7	5	22	spoorwegknoop	FunctioneelGebied	null	Spoorverkeerruimte die een begin-, eind- of keuzepunt voor de spoorgebruiker is.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1161	9dae9615-07e5-4752-8f2c-fba80e899df0	5	22	verblijfsobject	FunctioneelGebied	null	Kleinste binnen één of meer gebouwen gelegen eenheid van gebruik die ontsloten wordt via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde verkeersruimte, en die onderwerp kan zijn van goederenrechtelijke rechtshandelingen en in functioneel opzicht zelfstandig is	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1162	2cea92af-5380-42de-96be-b9590584cece	5	22	gebouwzone	FunctioneelGebied	null	Grootst mogelijke gedeelte van een gebouw dat in zijn geheel is gelegen op een bouwlaag en binnen de afbakening van een gebouw, waaraan eenduidig een bouwjaar kan worden toegekend, en dat qua constructie en gebruiksmogelijkheden voldoende uniform is.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1163	94f13b77-ea29-4baf-934d-2a7c8f1f2db3	5	22	tolplaats	FunctioneelGebied	null	Geheel van installaties, verharding en gebouwen waar betaald moet worden voor toegang tot de weg.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1164	500917ce-efe8-4342-a5c1-7bcf12a161e5	5	22	emplacement	FunctioneelGebied	null	Totaal aan sporen op een terrein ten behoeve van het rangeren en stallen van treinen	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1168	4cf03877-7a9a-4b62-90c1-188309d85fda	5	22	luchthaven	FunctioneelGebied	null	Vliegveld voor verkeersvliegtuigen met groot, effen terrein met al dan niet verharde banen, waar vliegtuigen kunnen opstijgen en landen, eventueel met accommodatie voor ontvangst en vertrek van passagiers en verzending van goederen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1169	1c63dcd5-03ce-4e42-84bd-9c0b6f536d4e	5	22	oeverzone	FunctioneelGebied	null	Gebied op de grens van water en land waar het dynamisch samenspel van land en water plaatsvindt, lopend van waterpeil tot insteek.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1170	c1a88da2-3258-4d0a-b6a5-e4973b66975c	5	22	vaarwegzone	FunctioneelGebied	null	Begrensd oppervlaktewatergebied dat gebruikt wordt voor transport middels scheepvaart	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1171	1fb03b9b-3961-4d6d-8c81-51fa3e2785f6	5	22	reducering	FunctioneelGebied	null	Functionele ruimte die een voorziening bevat om bepaalde effecten van omgevingsfactoren te verminderen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1172	d763bd89-78f7-43b3-b489-7c32bf39b09f	5	22	afscheiding	FunctioneelGebied	null	Functionele ruimte die een voorziening betreft om terrein af te scheiden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1173	c9ae00ed-b344-4f3e-8629-dbcafbb0dd9c	5	22	rijk	RegistratiefGebied	null	Het grondgebied van het Koninkrijk der Nederlanden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1174	e9fab914-74f6-4844-a748-ec7947ab67a4	5	22	veiligheidsregio	RegistratiefGebied	null	Afgebakend gedeelte van het grondgebied van Nederland, onder zeggenschap van een openbaar lichaam met diverse bestuurlijke taken, ingesteld op basis van artikel 9 van de Wet Veiligheidsregio’s.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1175	f16f82dd-8252-4489-bbc3-8c9b9585ab67	5	22	Nederlandse territoriale zee	RegistratiefGebied	null	Het gebied vanaf de laagwaterlijn tot 12 zeemijl uit de kust dat behoort bij het Rijk.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1176	8b3dbad0-0121-43f8-b81d-777bee06bfa8	5	22	Nederlandse aansluitende zone	RegistratiefGebied	null	Het gebied buiten en grenzend aan de territoriale zee dat zich niet verder uitstrekt dan 24 zeemijlen vanaf de laagwaterlijn.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1177	227e9134-e576-4404-8390-b560d1889539	5	22	Nederlandse exclusieve economische zone	RegistratiefGebied	null	Het gebied buiten en grenzend aan de territoriale zee dat zich niet verder uitstrekt dan tweehonderd zeemijlen vanaf de laagwaterlijn.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1178	bbf8d645-4f38-4fc4-998c-32c0b995f423	5	22	Nederlandse continentaal plat	RegistratiefGebied	null	Het onder de Noordzee gelegen deel van de zeebodem en de ondergrond daarvan, waarop het Koninkrijk soevereine rechten heeft, en gelegen is buiten en grenzend aan de territoriale zee.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1179	6ba82c1f-0bda-4e97-83b5-3b3a13668c3a	5	22	nummeraanduiding	RegistratiefGebied	null	Door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een verblijfsobject of een benoemde plaats.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1180	49da1ac3-0f15-4065-a939-0347065a1b5f	5	22	benoemde plaats	FunctioneelGebied	null	Door het bevoegde gemeentelijk orgaan als zodanig aangewezen delen van een terrein en/of water waarvan het belang is daaraan een adres toe te kennen en dat bedoeld is voor het permanent plaatsen van een niet direct en niet duurzaam met de aarde verbonden object, het permanent afmeren van een drijvend object of het permanent aanwezig zijn van publiek toegankelijke technische voorzieningen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1181	ee29f53a-8c1d-4575-84a3-5b94aef844f4	5	22	visserijzone	FunctioneelGebied	null	Begrensd oppervlaktewatergebied dat gebruikt wordt voor professionele visserij	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1182	80470bdc-7e37-49a6-bbf0-4ef59fdecadd	5	22	watersportzone	FunctioneelGebied	null	Begrensd oppervlaktewatergebied dat gebruikt wordt voor recreatieve watersport	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1183	d3ced686-6f72-4608-bbf7-0230f0672119	5	22	streek	RegistratiefGebied	null	Geografische ruimte met een culturele samenhang die vanuit de historie of in de volksmond bekend staat onder een bepaalde naam.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1184	475c1285-fe1b-482f-ad06-f100df539ed6	5	22	landschappelijk gebied	FunctioneelGebied	null	Geografische ruimte die een fysisch-geografische samenhang vertoont.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1185	8f706966-97c0-4cea-94e2-53be35ef7dac	5	22	rioolaansluiting	FunctioneelGebied	null	Het geheel van overdrachtspunt, leiding en inlaat voor de aanvoer van afvalwater.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1186	981eba1e-56f0-4d27-b5e2-4cf373730d19	5	22	spoordijk	Kunstwerkdeel	null	Aangelegd grondlichaam speciaal voor treinen welke ook dienst doet als waterkering en de ondergrond voor de spoorlijn.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
