FilterObjecttypeID	IMBORGUID	Filter	Objecttype	Wijzigingsdatum
1967	4c7494d4-0b05-4c59-aacb-982a761936e0	236	8948	null
1968	e26b471e-7740-40bc-884b-feec330d4e22	230	8953	null
1969	907aba1b-7a09-4b90-920f-33745f9b90b3	236	8954	null
1970	27c513fd-4791-4ce6-92d2-2f409c12fce2	236	8999	null
1971	62fa98a3-43fd-41c4-9315-aab4b10dbdde	236	9000	null
1972	256cc974-3989-4c1d-88fc-4ede6114410b	236	9001	null
1973	7f138977-37b2-4b36-8089-5a90fad3e4f8	1095	9228	null
1974	dc9a8290-1619-441b-a59a-bf7d4f58afba	59	9323	null
1975	4edbb774-e928-4ed6-8ebf-a65db12a3124	59	9324	null
1976	17107abc-54fd-4d70-ae93-056bebee522f	59	9325	null
1977	36f2bd71-e53b-4b53-af38-fcfa25fb9608	59	9326	null
1978	eb3d98c4-7190-4113-b696-2008df6fad03	108	9327	null
1979	48d1a26f-acda-4c9c-9622-5315697b1203	77	9328	null
1980	98dd640f-080b-49e5-bb84-5c3c477677e9	77	9329	null
1981	2b60c349-cbfe-4101-9b09-833a8d8b91b3	77	9331	null
1982	07f33263-37ce-467e-a73d-01dc17de9e4e	271	9345	null
1983	7e432950-75eb-485a-833e-73a3da38a69b	77	9346	null
1984	ab4846db-cc76-4630-80c0-f99cf66c5420	117	9382	null
1985	48113839-db5d-4c89-a13e-cca1f12ac359	189	9408	null
1986	7e9fca7b-aa30-4998-a098-57ba1656fc3d	176	9414	null
1987	8aae9532-465a-417d-b8ed-904fce1b065b	176	9415	null
1988	87bec099-6d48-4d73-bd4d-3ab5899b2d24	116	9431	null
1989	ce2ccc75-56fe-4cb8-b0a6-658bd0b340f1	117	9433	null
1990	d22d5010-8712-46e1-ba49-bc95bc51a4d8	117	9434	null
1991	33fb941b-338e-4141-a5d2-876c79d35c1a	117	9435	null
1992	1a73a436-0560-4721-9f72-f40b2799b1bf	117	9436	null
1993	c08899bf-6b1d-43f3-8cb8-667e98dfd5ee	117	9437	null
1994	4a3be189-be34-4985-ae0a-46259ef9ce4e	117	9438	null
1995	396c95ff-6edc-4641-a604-a32f13ccf8f5	1089	9445	null
1996	a127a240-ceb4-43fa-9170-3d40254425b0	117	9536	null
1997	557cd369-8eb9-4949-a688-c473073c8ca0	117	9748	null
1998	41450356-2f4b-4b58-8162-e2f8f0c41baf	117	9749	null
1999	b261dbc3-ff62-4e8d-8a4b-32200f842e6f	116	9759	null
2000	2d0b5c13-e0d2-413a-a9ae-a89fa5fc7a96	189	9789	null
2001	80aad9e2-02c4-47fc-9191-1b49d5a317f3	109	9794	null
2002	4ab8aa87-ebaa-4588-ab69-8e3fb8aa82fb	230	9835	null
2003	61641c7a-09a2-40b4-9b56-10d621a0be6d	1095	9959	null
2004	99e816d2-3d9c-48c3-9ba9-9e619d9b2e04	1095	9960	null
2005	6b4189a4-3432-4034-b7ca-8b53993b3071	108	9961	null
2006	317747b6-5b2f-49cf-bb18-dd779cca8359	108	9962	null
2007	3dd1e4af-ce12-4719-81e3-0c7f870afacc	108	9963	null
2008	24b1aba5-f1ed-4f98-8950-33fd1912ab29	1092	9964	null
2009	9d8965ce-bba5-4d1b-89fd-942bff72ab35	1092	9965	null
2010	cf92fa7f-492f-41a4-a94a-3e47cd6e84d4	16548	9973	null
2011	958aa52f-a3f1-4422-8249-35164aec7b08	230	10006	null
2012	4fafb1d5-04be-41bb-8e5e-b2643f04eb39	236	10018	null
2013	86c9958d-417e-4f36-a92d-425033d22433	10587	10061	null
2014	b505067b-6761-45bb-ad31-a9df5196887b	236	10121	null
2015	9f0f3d0c-63aa-4a12-a242-c98916041927	236	10122	null
2016	a6bc08ef-cedf-4d1a-a594-508835a01740	236	10123	null
2017	62c69ab3-6a20-4ff9-8eb1-3bb7112f8741	116	10151	null
2018	c04e573c-6f14-4d78-80e3-2d66c42d654d	116	10152	null
2019	bc43c8fd-1772-425a-985a-f42da55c2b3e	116	10153	null
2020	34056053-0bdb-404b-a029-d245a5c0dde1	116	10162	null
2021	55eb6107-bb5f-48eb-97b3-0239f4f82b09	230	10165	null
2022	2e646356-a6fd-4594-87ef-0e18e3a55f73	108	10174	null
2023	474c4b81-b513-434d-b6af-a35a64af17ac	108	10175	null
2024	57424b12-d50d-4dde-a3fc-0f95c2245982	77	10189	null
2025	d7246fdf-cd01-4e60-986a-d3f8714f4509	277	10210	null
2026	6cf8c1b5-2a37-4e35-9c1c-cb3b74d1a23b	277	10211	null
2027	bd6b4690-9c1b-4c1f-a1c5-1c72084fec11	277	10213	null
2028	e0e1118d-2367-48e7-b293-a1308331726a	230	10231	null
2029	3c0e86b8-e1e4-4d37-938f-02fce0dbe0cc	230	10234	null
2030	385441a2-1e9b-442c-b0d7-2cf7ec4104aa	236	10255	null
2031	e166265f-4f41-4e14-a93e-a2514abe572b	277	10275	null
2032	871ed908-8130-4e34-8b6a-504efd6cbc06	277	10277	null
2033	efcb65df-d7e9-4d9b-b175-3edbce571308	236	10315	null
2034	7ebece19-4823-4ffc-b94e-391379401262	236	10316	null
2035	c3def55c-9ce0-4911-beb7-fa915f009136	77	10328	null
2036	d1093f1d-1307-4225-80ec-81f9b418b259	77	10329	null
2037	b6905599-d58e-4068-9781-b37c0800c9df	77	10330	null
2038	710517c9-fe79-4ac1-beeb-23681a4073d8	108	10336	null
